dialogue_id,context,response,domain,user_intents,user_slots,context_len,response_len
SNG0813.json,"no, thank you very much for your help.",is there any thing else you need?,hotel,[],"{'hotel-area': 'east', 'hotel-bookday': 'friday', 'hotel-bookpeople': '4', 'hotel-bookstay': '4', 'hotel-name': 'warkworth house', 'hotel-parking': 'yes', 'hotel-stars': '4', 'hotel-type': 'guesthouse'}",8,7
SNG0813.json,"no, again, thank you for your help.",you're welcome. have a great day!,hotel,[],"{'hotel-area': 'east', 'hotel-bookday': 'friday', 'hotel-bookpeople': '4', 'hotel-bookstay': '4', 'hotel-name': 'warkworth house', 'hotel-parking': 'yes', 'hotel-stars': '4', 'hotel-type': 'guesthouse'}",7,6
PMUL4252.json,i am looking for a train from stevanage to cambridge.,i have several options. they all leave on friday; do you have a preferred departure time?,"restaurant, train",['find_train'],"{'train-departure': 'stevenage', 'train-destination': 'cambridge'}",10,16
PMUL4252.json,"eww, friday won't really work for me. do you have anything on thursday?",there are 10 trains traveling on thursday. the first train leaves at 05:54. do you want to book this train or do you want a later departure time?,"restaurant, train","['find_train', 'find_restaurant']","{'train-day': 'thursday', 'train-departure': 'stevenage', 'train-destination': 'cambridge'}",13,28
PMUL4252.json,"that train sounds good, can you book it for 4 people?",booked! your reference number is: 4t6ufryc . can i help with anything else?,"restaurant, train",['book_train'],"{'train-bookpeople': '4', 'train-day': 'thursday', 'train-departure': 'stevenage', 'train-destination': 'cambridge'}",11,13
PMUL4252.json,"yeah, what can you tell me about a restaurant called meghna?",it is a moderate restaurant in the west. can i book for you?,"restaurant, train",['find_restaurant'],"{'restaurant-name': 'meghna', 'train-bookpeople': '4', 'train-day': 'thursday', 'train-departure': 'stevenage', 'train-destination': 'cambridge'}",11,13
PMUL4252.json,"yes, please. i'd like a reservation for 4 on thursday at 20:30.",i booked it for you. the reference number is tcbe0puq .,"restaurant, train","['book_restaurant', 'book_train']","{'restaurant-bookday': 'thursday', 'restaurant-bookpeople': '4', 'restaurant-booktime': '20:30', 'restaurant-name': 'meghna', 'train-bookpeople': '4', 'train-day': 'thursday', 'train-departure': 'stevenage', 'train-destination': 'cambridge'}",12,11
PMUL4252.json,"thank you, goodbye",enjoy the rest of your day!,"restaurant, train",[],"{'restaurant-bookday': 'thursday', 'restaurant-bookpeople': '4', 'restaurant-booktime': '20:30', 'restaurant-name': 'meghna', 'train-bookpeople': '4', 'train-day': 'thursday', 'train-departure': 'stevenage', 'train-destination': 'cambridge'}",3,6
PMUL0860.json,are there any trains leaving cambridge?,there are many trains leaving cambridge,"restaurant, train",['find_train'],{'train-departure': 'cambridge'},6,6
PMUL0860.json,i'm trying to get to london liverpool street on friday.,when would you like to leave?,"restaurant, train","['find_train', 'find_restaurant']","{'train-day': 'friday', 'train-departure': 'cambridge', 'train-destination': 'london liverpool street'}",10,6
PMUL0860.json,i don't have a preference but i do need to arrive by 14:45.,friday at 5:59 would you like me to book it for you ?,"restaurant, train",['find_train'],"{'train-arriveby': '14:45', 'train-day': 'friday', 'train-departure': 'cambridge', 'train-destination': 'london liverpool street', 'train-leaveat': 'dontcare'}",13,13
PMUL0860.json,"yes, please book it for 3 people.",great. your booking was successful. the reference number is e2998zvm .,"restaurant, train",['book_train'],"{'train-arriveby': '14:45', 'train-bookpeople': '3', 'train-day': 'friday', 'train-departure': 'cambridge', 'train-destination': 'london liverpool street', 'train-leaveat': 'dontcare'}",7,11
PMUL0860.json,thanks! now can you help me find an expensive restaurant to go to in the centre?,there are lots of expensive food options in the centre. do you have a preferred food type?,"restaurant, train",['find_restaurant'],"{'restaurant-area': 'centre', 'restaurant-pricerange': 'expensive', 'train-arriveby': '14:45', 'train-bookpeople': '3', 'train-day': 'friday', 'train-departure': 'cambridge', 'train-destination': 'london liverpool street', 'train-leaveat': 'dontcare'}",16,17
PMUL0860.json,can you just suggest one for me?,i recommend bedouin. do you want a reservation?,"restaurant, train",['find_restaurant'],"{'restaurant-area': 'centre', 'restaurant-pricerange': 'expensive', 'train-arriveby': '14:45', 'train-bookpeople': '3', 'train-day': 'friday', 'train-departure': 'cambridge', 'train-destination': 'london liverpool street', 'train-leaveat': 'dontcare'}",7,8
PMUL0860.json,"yes, please reserve it for 3 people on friday at 11:45. and i want the reference number too",you are booked for 3 at 11:45 on friday at bedouin. your reference number is jetypnvx . have fun! anything else?,"restaurant, train","['book_restaurant', 'book_train']","{'restaurant-area': 'centre', 'restaurant-bookday': 'friday', 'restaurant-bookpeople': '3', 'restaurant-booktime': '11:45', 'restaurant-name': 'bedouin', 'restaurant-pricerange': 'expensive', 'train-arriveby': '14:45', 'train-bookpeople': '3', 'train-day': 'friday', 'train-departure': 'cambridge', 'train-destination': 'london liverpool street', 'train-leaveat': 'dontcare'}",18,21
PMUL0860.json,"awesome, that is all thanks for your help.",thank you and enjoy your stay!,"restaurant, train",[],"{'restaurant-area': 'centre', 'restaurant-bookday': 'friday', 'restaurant-bookpeople': '3', 'restaurant-booktime': '11:45', 'restaurant-name': 'bedouin', 'restaurant-pricerange': 'expensive', 'train-arriveby': '14:45', 'train-bookpeople': '3', 'train-day': 'friday', 'train-departure': 'cambridge', 'train-destination': 'london liverpool street', 'train-leaveat': 'dontcare'}",8,6
MUL0653.json,i need a train from broxbourne,what day would you like to travel to broxbourne?,"restaurant, train, hotel",['find_train'],{'train-departure': 'broxbourne'},6,9
MUL0653.json,i need to leave on thursday.,do you have time travel preference?,"restaurant, train, hotel",['find_train'],"{'train-day': 'thursday', 'train-departure': 'broxbourne'}",6,6
MUL0653.json,"yes, time travel would be fine. but i need to get to cambridge by 11:45 at the latest.","my apologies about the confusion, it looks like the best option for you is the tr5979, which leaves at 10:32 and arrives at 11:32. shall i book this for you?","restaurant, train, hotel",['find_train'],"{'train-arriveby': '11:45', 'train-day': 'thursday', 'train-departure': 'broxbourne', 'train-destination': 'cambridge'}",18,30
MUL0653.json,"yes, please book this for 8 people. i will also need the reference number.","booking was successful for tr5979, the total fee is 143.19 gbp payable at the station. your reference number is : cnus8vfv . can i help you with anything else?","restaurant, train, hotel",['book_train'],"{'train-arriveby': '11:45', 'train-bookpeople': '8', 'train-day': 'thursday', 'train-departure': 'broxbourne', 'train-destination': 'cambridge'}",14,29
MUL0653.json,i'm looking for a hotel with free wifi. it doesn't need to have free parking.,"will a guesthouse do, or are you only interested in a hotel?","restaurant, train, hotel",['find_hotel'],"{'hotel-internet': 'yes', 'hotel-parking': 'no', 'train-arriveby': '11:45', 'train-bookpeople': '8', 'train-day': 'thursday', 'train-departure': 'broxbourne', 'train-destination': 'cambridge'}",15,12
MUL0653.json,"just a hotel, and it needs a three star raiting.",i've got the gonville hotel with a 3 star rating. would you like me to make a booking for you?,"restaurant, train, hotel",['find_hotel'],"{'hotel-internet': 'yes', 'hotel-parking': 'no', 'hotel-stars': '3', 'hotel-type': 'hotel', 'train-arriveby': '11:45', 'train-bookpeople': '8', 'train-day': 'thursday', 'train-departure': 'broxbourne', 'train-destination': 'cambridge'}",10,20
MUL0653.json,no thank you. i just need the price and the postcode please.,"certainly, the postcode for gonville hotel is cb11ly. the price range for the hotel is expensive, but i don't have the actual price.","restaurant, train, hotel",['find_hotel'],"{'hotel-internet': 'yes', 'hotel-name': 'gonville hotel', 'hotel-parking': 'no', 'hotel-stars': '3', 'hotel-type': 'hotel', 'train-arriveby': '11:45', 'train-bookpeople': '8', 'train-day': 'thursday', 'train-departure': 'broxbourne', 'train-destination': 'cambridge'}",12,23
MUL0653.json,thank you. that's all i need for now.,"hobsons house looks good, it's got a 3 star rating and wifi. would you like me to book it?","restaurant, train, hotel","['find_hotel', 'find_restaurant']","{'hotel-internet': 'yes', 'hotel-name': 'gonville hotel', 'hotel-parking': 'no', 'hotel-stars': '3', 'hotel-type': 'hotel', 'train-arriveby': '11:45', 'train-bookpeople': '8', 'train-day': 'thursday', 'train-departure': 'broxbourne', 'train-destination': 'cambridge'}",8,19
MUL0653.json,"is that a hotel. if so, could you get me the postcode and price range please.",hobsons house is a guesthouse and the postcode is cb39lh. it is in the moderate price range. would you like to book a room?,"restaurant, train, hotel",['find_hotel'],"{'hotel-internet': 'yes', 'hotel-name': 'hobsons house', 'hotel-parking': 'no', 'hotel-stars': '3', 'hotel-type': 'hotel', 'train-arriveby': '11:45', 'train-bookpeople': '8', 'train-day': 'thursday', 'train-departure': 'broxbourne', 'train-destination': 'cambridge'}",16,24
MUL0653.json,"no, i'll book one when i get there. thank you for your help!",i'm happy to have been of service. is there anything else i can help you with today?,"restaurant, train, hotel",[],"{'hotel-internet': 'yes', 'hotel-name': 'hobsons house', 'hotel-parking': 'no', 'hotel-stars': '3', 'hotel-type': 'hotel', 'train-arriveby': '11:45', 'train-bookpeople': '8', 'train-day': 'thursday', 'train-departure': 'broxbourne', 'train-destination': 'cambridge'}",13,17
MUL0653.json,no that is all i needed.,"okay then, you have a wonderful day!","restaurant, train, hotel",['find_restaurant'],"{'restaurant-area': 'centre', 'restaurant-pricerange': 'cheap', 'hotel-internet': 'yes', 'hotel-name': 'hobsons house', 'hotel-parking': 'no', 'hotel-stars': '3', 'hotel-type': 'hotel', 'train-arriveby': '11:45', 'train-bookpeople': '8', 'train-day': 'thursday', 'train-departure': 'broxbourne', 'train-destination': 'cambridge'}",6,7
PMUL4995.json,i'm looking for a 3-star hotel that offers free wifi,there are several options is there a specific area you are looking for?,"restaurant, hotel",['find_hotel'],"{'hotel-internet': 'yes', 'hotel-stars': '3'}",10,13
PMUL4995.json,i would prefer the north.,"okay, the hamilton lodge matches your specifications. would you like me to book a reservation for you?","restaurant, hotel",['find_hotel'],"{'hotel-area': 'north', 'hotel-internet': 'yes', 'hotel-stars': '3'}",5,17
PMUL4995.json,"actually, is the hamilton lodge a guesthouse? i'd prefer a cheap guesthouse.",hamilton lodge is a guesthouse but it is in the moderate price range. there is a cheap guesthouse called worth house that's rated 4 stars. want more information on that one?,"restaurant, hotel",['find_hotel'],"{'hotel-area': 'north', 'hotel-internet': 'yes'}",12,31
PMUL4995.json,that sounds acceptable. can you please book a room for me starting on wednesday? it will only be me and i will be staying 5 nights.,your reference number is zj0bd7wy . is there anything else i can help you with today?,"restaurant, hotel","['book_hotel', 'find_restaurant']","{'hotel-area': 'north', 'hotel-bookday': 'wednesday', 'hotel-bookpeople': '1', 'hotel-bookstay': '5', 'hotel-internet': 'yes', 'hotel-name': 'hamilton lodge'}",26,16
PMUL4995.json,i am also looking to get some italian food.,i have found several italian restaurants. is there a particular area or price range you are looking for?,"restaurant, hotel",['find_restaurant'],"{'restaurant-food': 'italian', 'hotel-area': 'north', 'hotel-bookday': 'wednesday', 'hotel-bookpeople': '1', 'hotel-bookstay': '5', 'hotel-internet': 'yes', 'hotel-name': 'hamilton lodge'}",9,18
PMUL4995.json,"do you have one in the east, in the cheap price range?","sorry, i don't see anything matching that query. would you like to try a different price range or area?","restaurant, hotel",['find_restaurant'],"{'restaurant-area': 'east', 'restaurant-food': 'italian', 'restaurant-pricerange': 'cheap', 'hotel-area': 'north', 'hotel-bookday': 'wednesday', 'hotel-bookpeople': '1', 'hotel-bookstay': '5', 'hotel-internet': 'yes', 'hotel-name': 'hamilton lodge'}",12,19
PMUL4995.json,can you book it for sunday and give me a reference number please..,"again, there are no restaurants matching your query. please try a different price range, area, or food type.","restaurant, hotel",['find_restaurant'],"{'restaurant-area': 'east', 'restaurant-food': 'italian', 'restaurant-pricerange': 'cheap', 'hotel-area': 'north', 'hotel-bookday': 'wednesday', 'hotel-bookpeople': '1', 'hotel-bookstay': '5', 'hotel-internet': 'yes', 'hotel-name': 'hamilton lodge'}",13,18
PMUL4995.json,can you find one in the east with a different price range?,there is pizza hut fen ditton in the moderate price range in the east,"restaurant, hotel",['find_restaurant'],"{'restaurant-area': 'east', 'restaurant-food': 'italian', 'hotel-area': 'north', 'hotel-bookday': 'wednesday', 'hotel-bookpeople': '1', 'hotel-bookstay': '5', 'hotel-internet': 'yes', 'hotel-name': 'hamilton lodge'}",12,14
PMUL4995.json,"okay, i want to book that restaurant for 1 person",what time would you like the reservation for?,"restaurant, hotel",['book_restaurant'],"{'restaurant-area': 'east', 'restaurant-bookday': 'sunday', 'restaurant-food': 'italian', 'restaurant-name': ['pizza hut fenditton', 'pizza hut fen ditton'], 'hotel-area': 'north', 'hotel-bookday': 'wednesday', 'hotel-bookpeople': '1', 'hotel-bookstay': '5', 'hotel-internet': 'yes', 'hotel-name': 'hamilton lodge'}",10,8
PMUL4995.json,i would like the reservation on the same day at 11:00.,"sure, your booking was successful. the table will be reserved for 15 minutes. reference number is : p8b1bvo7 . anything else i can help with?","restaurant, hotel",['book_restaurant'],"{'restaurant-area': 'east', 'restaurant-bookday': 'sunday', 'restaurant-bookpeople': '1', 'restaurant-booktime': '11:00', 'restaurant-food': 'italian', 'restaurant-name': ['pizza hut fenditton', 'pizza hut fen ditton'], 'hotel-area': 'north', 'hotel-bookday': 'wednesday', 'hotel-bookpeople': '1', 'hotel-bookstay': '5', 'hotel-internet': 'yes', 'hotel-name': 'hamilton lodge'}",11,25
PMUL4995.json,"no i am good to go now. thanks, bye!",you're welcome and enjoy your stay.,"restaurant, hotel",[],"{'restaurant-area': 'east', 'restaurant-bookday': 'sunday', 'restaurant-bookpeople': '1', 'restaurant-booktime': '11:00', 'restaurant-food': 'italian', 'restaurant-name': ['pizza hut fenditton', 'pizza hut fen ditton'], 'hotel-area': 'north', 'hotel-bookday': 'wednesday', 'hotel-bookpeople': '1', 'hotel-bookstay': '5', 'hotel-internet': 'yes', 'hotel-name': 'hamilton lodge'}",9,6
MUL2553.json,"hi, i'm really looking forward to coming to cambridge. you have an express by holiday inn, right?",yes we do have one express holiday inn. would you like me to book you a room there?,"taxi, attraction, hotel",['find_hotel'],"{'hotel-name': ['express by holiday inn', 'express by holiday inn cambridge']}",17,18
MUL2553.json,"yes please, two people and one room with two beds for next saturday.","sure, how many days would you like to stay?","taxi, attraction, hotel",['book_hotel'],"{'hotel-bookday': 'saturday', 'hotel-bookpeople': '2', 'hotel-name': ['express by holiday inn cambridge', 'express by holiday inn']}",13,9
MUL2553.json,i just need their postcode and price range please. i will book it myself later.,no problem! the postcode is cb13llh and price range is listed as expensive. is there anything else i can help you with today?,"taxi, attraction, hotel",['book_hotel'],"{'hotel-bookday': 'saturday', 'hotel-bookpeople': '2', 'hotel-name': ['express by holiday inn cambridge', 'express by holiday inn']}",15,23
MUL2553.json,"yes, i am also looking to visit the fez club during my stay. may i have their phone number?",sure. their number is 01223519224. may i help you with anything else?,"taxi, attraction, hotel",['find_attraction'],"{'hotel-bookday': 'saturday', 'hotel-bookpeople': '2', 'hotel-name': ['express by holiday inn cambridge', 'express by holiday inn'], 'attraction-name': 'the fez club'}",19,12
MUL2553.json,i need a taxi to take me from the fez club to my hotel please.,i can book that for you. can you give me a departure time?,"taxi, attraction, hotel","['find_taxi', 'find_attraction']","{'taxi-departure': 'the fez club', 'taxi-destination': ['express by holiday inn', 'express by holiday inn cambridge'], 'hotel-bookday': 'saturday', 'hotel-bookpeople': '2', 'hotel-name': ['express by holiday inn cambridge', 'express by holiday inn'], 'attraction-name': 'the fez club'}",15,13
MUL2553.json,i want to leave the fez club by 17:00.,i booked a red volkswagen to pick you up at the fez club by 17:00. the contact number is 07404417573. is there anything else i can assist you with?,"taxi, attraction, hotel","['find_taxi', 'find_attraction']","{'taxi-departure': 'the fez club', 'taxi-destination': ['express by holiday inn cambridge', 'express by holiday inn'], 'taxi-leaveat': '17:00', 'hotel-bookday': 'saturday', 'hotel-bookpeople': '2', 'hotel-name': ['express by holiday inn cambridge', 'express by holiday inn'], 'attraction-name': 'the fez club'}",9,29
MUL2553.json,no. that was it. thanks for your help!,"thank you, goodbye.","taxi, attraction, hotel",[],"{'taxi-departure': 'the fez club', 'taxi-destination': ['express by holiday inn cambridge', 'express by holiday inn'], 'taxi-leaveat': '17:00', 'hotel-bookday': 'saturday', 'hotel-bookpeople': '2', 'hotel-name': ['express by holiday inn cambridge', 'express by holiday inn'], 'attraction-name': 'the fez club'}",8,3
PMUL4173.json,i'd like something fun to do while i'm in cambridge.,there are many different attractions in town. did you have a certain type of activity in mind?,"taxi, attraction, hotel",['find_attraction'],{},10,17
PMUL4173.json,i'm looking for some entertainment in the south part of town.,you have a choice of nusha or tenpin.,"taxi, attraction, hotel",['find_attraction'],"{'attraction-area': 'south', 'attraction-type': 'entertainment'}",11,8
PMUL4173.json,get me their post code and phone number.,"okay, nusha's post code is cb17dy and the phone number is 01223902158. tenpin's postcode is cb17dy and phone number is 08715501010.","taxi, attraction, hotel","['find_attraction', 'find_hotel']","{'attraction-area': 'south', 'attraction-type': 'entertainment'}",8,21
PMUL4173.json,thanks. can you help me find a cheap place to stay for the night?,"sure, i have 10 options for you!","taxi, attraction, hotel",['find_hotel'],"{'hotel-pricerange': 'cheap', 'attraction-area': 'south', 'attraction-type': 'entertainment'}",14,7
PMUL4173.json,i need it to be in the west and i would prefer a hotel.,"the cambridge belfry is located in the west is cheap, and has 4 stars. would you like me to book that for you?","taxi, attraction, hotel",['find_hotel'],"{'hotel-area': 'west', 'hotel-pricerange': 'cheap', 'hotel-type': 'hotel', 'attraction-area': 'south', 'attraction-type': 'entertainment'}",14,23
PMUL4173.json,does it have free parking ?,yes it does! do you want me to book now?,"taxi, attraction, hotel",['find_hotel'],"{'hotel-area': 'west', 'hotel-pricerange': 'cheap', 'hotel-type': 'hotel', 'attraction-area': 'south', 'attraction-type': 'entertainment'}",6,10
PMUL4173.json,can you just tell me the address please?,"it's located at back lane, cambourne. can i help you with anything else today?","taxi, attraction, hotel",['find_hotel'],"{'hotel-area': 'west', 'hotel-name': 'cambridge belfry', 'hotel-pricerange': 'cheap', 'hotel-type': 'hotel', 'attraction-area': 'south', 'attraction-type': 'entertainment'}",8,14
PMUL4173.json,please! can you help me book a taxi to nusha? i'd like to leave the hotel by 14:30 to make sure i get to nusha too early to enjoy myself.,booking completed! booked car type : white lexus contact number : 07607123789,"taxi, attraction, hotel","['find_taxi', 'find_hotel']","{'taxi-departure': 'cambridge belfry', 'taxi-destination': 'nusha', 'taxi-leaveat': '14:30', 'hotel-area': 'west', 'hotel-name': 'cambridge belfry', 'hotel-pricerange': 'cheap', 'hotel-type': 'hotel', 'attraction-area': 'south', 'attraction-type': 'entertainment'}",30,12
PMUL4173.json,thanks for all your help!,you're welcome. have a great trip.,"taxi, attraction, hotel",[],"{'taxi-departure': 'cambridge belfry', 'taxi-destination': 'nusha', 'taxi-leaveat': '14:30', 'hotel-area': 'west', 'hotel-name': 'cambridge belfry', 'hotel-pricerange': 'cheap', 'hotel-type': 'hotel', 'attraction-area': 'south', 'attraction-type': 'entertainment'}",5,6
PMUL4173.json,thanks and great day,you too have a great day,"taxi, attraction, hotel",[],"{'taxi-departure': 'cambridge belfry', 'taxi-destination': 'nusha', 'taxi-leaveat': '14:30', 'hotel-area': 'west', 'hotel-name': 'cambridge belfry', 'hotel-pricerange': 'cheap', 'hotel-type': 'hotel', 'attraction-area': 'south', 'attraction-type': 'entertainment'}",4,6
WOZ20227.json,could you please help me find an expensive restaurant in the south part of town?,both the restaurant alimentum and the peking restaurant are expensive restaraunts in the south part of town. would you like their phone numbers?,restaurant,['find_restaurant'],"{'restaurant-area': 'south', 'restaurant-pricerange': 'expensive'}",15,23
WOZ20227.json,yes. what kind of food do they serve?,"restaurant alimentum serves modern european food, and peking restaurant serves chinese.",restaurant,['find_restaurant'],"{'restaurant-area': 'south', 'restaurant-pricerange': 'expensive'}",8,11
WOZ20227.json,could you please give me the phone number of whichever one you like better?,peking restaurant's phone number is 01223 354755. is there anything else i can help you with?,restaurant,['find_restaurant'],"{'restaurant-area': 'south', 'restaurant-pricerange': 'expensive'}",14,16
WOZ20227.json,thank you. goodbye.,thank you for using the cambridge restaurant system. goodbye.,restaurant,[],"{'restaurant-area': 'south', 'restaurant-pricerange': 'expensive'}",3,9
MUL0875.json,"hello, i am new to town and would like some ideas on whee i should go in the centre.",there are 44 attractions you can view - is there a specific type of activity you're looking for?,"restaurant, taxi, attraction","['find_attraction', 'find_restaurant']",{'attraction-area': 'centre'},19,18
MUL0875.json,no. can you recommend a place i should go?,"i can recommend the vue cinema at the grafton centre, east road. would you like me to book tickets?","restaurant, taxi, attraction",['find_attraction'],"{'attraction-area': 'centre', 'attraction-type': 'dontcare'}",9,19
MUL0875.json,ok. what is the entrance fee?,"i'm sorry, i don't have a listing of their entrance fee in my system.","restaurant, taxi, attraction",['find_attraction'],"{'attraction-area': 'centre', 'attraction-name': 'vue cinema', 'attraction-type': 'dontcare'}",6,14
MUL0875.json,"thanks, i'm also looking for an expensive danish restaurant in the centre of town.","i am sorry, i couldn't find such a restaurant. would you like to change your preferences, perhaps a different type of cuisine?","restaurant, taxi, attraction","['find_restaurant', 'find_attraction']","{'restaurant-area': 'centre', 'restaurant-food': 'danish', 'restaurant-pricerange': 'expensive', 'attraction-area': 'centre', 'attraction-name': 'vue cinema', 'attraction-type': 'dontcare'}",14,22
MUL0875.json,"i apologize, but can we go back to finding a place to go but i would like something preferably in the centre of town and how much it costs?","the vue cinema is in the centre, but the entry fee is not listed. perhaps you'd prefer all saint's church, which is renowned for its architecture, and offers free admittance?","restaurant, taxi, attraction","['find_restaurant', 'find_attraction']","{'restaurant-area': 'centre', 'restaurant-food': 'danish', 'restaurant-pricerange': 'expensive', 'attraction-area': 'centre', 'attraction-name': 'vue cinema', 'attraction-type': 'dontcare'}",29,30
MUL0875.json,no thank you. i'm looking for an indian restaurant,"there are five indian restaurants near the centre in the expensive price range. they are: curry garden, the golden curry, saffron brasserie, panahar, and curry king.","restaurant, taxi, attraction",['find_restaurant'],"{'restaurant-area': 'centre', 'restaurant-food': 'indian', 'restaurant-pricerange': 'expensive', 'attraction-area': 'centre', 'attraction-name': 'vue cinema', 'attraction-type': 'dontcare'}",9,26
MUL0875.json,"let's go with curry garden. i need the postcode, address, and phone number to that please.",curry garden is located at 106 regent street city centre. the postcode is cb21dp. the phone number is 01223302330.,"restaurant, taxi, attraction",['find_restaurant'],"{'restaurant-area': 'centre', 'restaurant-food': 'indian', 'restaurant-name': 'curry garden', 'restaurant-pricerange': 'expensive', 'attraction-area': 'centre', 'attraction-name': 'vue cinema', 'attraction-type': 'dontcare'}",16,19
MUL0875.json,i also need a taxi from vue cinema to curry garden. i need to leave curry garden by 14:45,"i've booked your taxi - a grey toyota, contact number 07445683800 - but we should probably shore up the plans again. is it vue to curry garden or vice versa?","restaurant, taxi, attraction",['find_taxi'],"{'taxi-departure': 'vue cinema', 'taxi-destination': 'curry garden', 'taxi-leaveat': '14:45', 'restaurant-area': 'centre', 'restaurant-food': 'indian', 'restaurant-name': 'curry garden', 'restaurant-pricerange': 'expensive', 'attraction-area': 'centre', 'attraction-name': 'vue cinema', 'attraction-type': 'dontcare'}",19,30
MUL0875.json,vue to curry. thank you.,"i apologize for the confusion. currently, the taxi is set to depart vue cinema at 14:45 to go to curry garden. does this need to be changed?","restaurant, taxi, attraction",['find_taxi'],"{'taxi-departure': 'vue cinema', 'taxi-destination': 'curry garden', 'taxi-leaveat': '14:45', 'restaurant-area': 'centre', 'restaurant-food': 'indian', 'restaurant-name': 'curry garden', 'restaurant-pricerange': 'expensive', 'attraction-area': 'centre', 'attraction-name': 'vue cinema', 'attraction-type': 'dontcare'}",5,27
MUL0875.json,no. that is what i need. thank you!,great! thank you for confirming that. is there anything else i can do for you today?,"restaurant, taxi, attraction",[],"{'taxi-departure': 'vue cinema', 'taxi-destination': 'curry garden', 'taxi-leaveat': '14:45', 'restaurant-area': 'centre', 'restaurant-food': 'indian', 'restaurant-name': 'curry garden', 'restaurant-pricerange': 'expensive', 'attraction-area': 'centre', 'attraction-name': 'vue cinema', 'attraction-type': 'dontcare'}",8,16
MUL0875.json,"this looks complete, thank you for your help!","you're welcome, have a great day.","restaurant, taxi, attraction",[],"{'taxi-departure': 'vue cinema', 'taxi-destination': 'curry garden', 'taxi-leaveat': '14:45', 'restaurant-area': 'centre', 'restaurant-food': 'indian', 'restaurant-name': 'curry garden', 'restaurant-pricerange': 'expensive', 'attraction-area': 'centre', 'attraction-name': 'vue cinema', 'attraction-type': 'dontcare'}",8,6
PMUL0437.json,please help me find a four star hotel.,there are many 4 star hotels. what area and price would you like to be in?,"restaurant, taxi, hotel",['find_hotel'],{'hotel-stars': '4'},8,16
PMUL0437.json,"somewhere south, mid price range and preferably a guesthouse type of hotel.",i've found the aylesbray lodge guest house. it has a moderate price and 4 stars. it offers free internet and parking. shall i book it for you?,"restaurant, taxi, hotel",['find_hotel'],"{'hotel-area': 'south', 'hotel-pricerange': 'moderate', 'hotel-stars': '4', 'hotel-type': 'guesthouse'}",12,27
PMUL0437.json,yes can you please book that.,ok i will book it for you,"restaurant, taxi, hotel",['find_hotel'],"{'hotel-area': 'south', 'hotel-name': 'aylesbray lodge guest house', 'hotel-pricerange': 'moderate', 'hotel-stars': '4', 'hotel-type': 'guesthouse'}",6,7
PMUL0437.json,i need it for 3 nights starting thursday. there will be 5 of us.,you're all set i've booked the aylesbray lodge guesthouse for 3 nights 5 people starting thursday. your reference # is dtx3qitl . is there anything else i can help you with?,"restaurant, taxi, hotel",['book_hotel'],"{'hotel-area': 'south', 'hotel-bookday': 'thursday', 'hotel-bookpeople': '5', 'hotel-bookstay': '3', 'hotel-name': 'aylesbray lodge guest house', 'hotel-pricerange': 'moderate', 'hotel-stars': '4', 'hotel-type': 'guesthouse'}",14,31
PMUL0437.json,is there any expensive irish restaurants?,"sorry, no venues found. want to change the food type or price range?","restaurant, taxi, hotel",['find_restaurant'],"{'restaurant-food': 'irish', 'restaurant-pricerange': 'expensive', 'hotel-area': 'south', 'hotel-bookday': 'thursday', 'hotel-bookpeople': '5', 'hotel-bookstay': '3', 'hotel-name': 'aylesbray lodge guest house', 'hotel-pricerange': 'moderate', 'hotel-stars': '4', 'hotel-type': 'guesthouse'}",6,13
PMUL0437.json,"okay, let's adjust the food type to african please","the bedouin serves african food, would you like me to book that for you?","restaurant, taxi, hotel",['find_restaurant'],"{'restaurant-food': 'african', 'restaurant-pricerange': 'expensive', 'hotel-area': 'south', 'hotel-bookday': 'thursday', 'hotel-bookpeople': '5', 'hotel-bookstay': '3', 'hotel-name': 'aylesbray lodge guest house', 'hotel-pricerange': 'moderate', 'hotel-stars': '4', 'hotel-type': 'guesthouse'}",9,14
PMUL0437.json,"no, i just need the address and phone number.",they are at 100 mill road city centre and can be reached at 01223367660. is there anything else i can assist you with?,"restaurant, taxi, hotel","['find_restaurant', 'find_taxi']","{'restaurant-food': 'african', 'restaurant-name': 'bedouin', 'restaurant-pricerange': 'expensive', 'hotel-area': 'south', 'hotel-bookday': 'thursday', 'hotel-bookpeople': '5', 'hotel-bookstay': '3', 'hotel-name': 'aylesbray lodge guest house', 'hotel-pricerange': 'moderate', 'hotel-stars': '4', 'hotel-type': 'guesthouse'}",9,23
PMUL0437.json,"i would like a cab leaving the hotel by 8:00 going to the restaurant, i need contact number and car type please.",your red bmw was successful. your contact number is 07998933072.,"restaurant, taxi, hotel",['find_taxi'],"{'taxi-departure': 'aylesbray lodge guest house', 'taxi-destination': 'bedouin', 'taxi-leaveat': ['08:00', '8:00'], 'restaurant-food': 'african', 'restaurant-name': 'bedouin', 'restaurant-pricerange': 'expensive', 'hotel-area': 'south', 'hotel-bookday': 'thursday', 'hotel-bookpeople': '5', 'hotel-bookstay': '3', 'hotel-name': 'aylesbray lodge guest house', 'hotel-pricerange': 'moderate', 'hotel-stars': '4', 'hotel-type': 'guesthouse'}",22,10
